"",station,X,Y
2128,OMV.DDW,-6.776,-4.152
2129,OMV.DDX,-5.338,-5.917
2130,OMV.DDY,5.301,4.549
2131,OMV.DDZ,-3.714,-2.464
2132,OMV.DEA,-3.862,1.327
2133,OMV.DEB,-6.208,-0.316
2134,OMV.DEC,1.465,0.535
2135,OMV.DED,-2.108,-4.095
2136,OMV.DEE,-7.504,-3.979
2137,OMV.DEF,2.862,1.341
2138,OMV.DEG,-4.593,3.606
2139,OMV.DEH,1.571,5.569
2140,OMV.DEI,-6.614,1.771
2141,OMV.DEJ,-1.126,2.048
2142,OMV.DEK,0.857,1.816
2143,OMV.DEL,-6.643,-1.661
2144,OMV.DEM,4.693,6.059
2145,OMV.DEN,-3.556,-3.714
2146,OMV.DEO,-3.041,-1.235
2147,OMV.DEP,4.165,2.432
2148,OMV.DEQ,-7.338,-3.361
2149,OMV.DER,6.4,2.979
2150,OMV.DES,1.098,4.686
2151,OMV.DET,-3.645,-5.05
2152,OMV.DEU,-3.666,-6.852
2153,OMV.DEV,3.114,3.741
2154,OMV.DEW,-2.179,-6.777
2155,OMV.DEX,3.026,-1.534
2156,OMV.DEY,-3.297,4.239
2157,OMV.DEZ,4.898,5.948
2158,OMV.DFA,-2.048,-1.12
2159,OMV.DFB,-0.189,1.269
2160,OMV.DFC,5.263,0.633
2161,OMV.DFD,-7.4,-2.399
2162,OMV.DFE,-1.008,4.758
2163,OMV.DFF,-6.122,-1.755
2164,OMV.DFG,-1.349,1.251
2165,OMV.DFH,-9.279,-2.0
2166,OMV.DFI,-4.981,-1.03
2167,OMV.DFJ,4.893,3.628
2168,OMV.DFK,-8.315,-3.256
2169,OMV.DFL,-3.745,-6.616
2170,OMV.DFM,-4.213,-0.089
2171,OMV.DFN,2.966,-1.963
2172,OMV.DFO,-0.159,3.799
2173,OMV.DFP,-3.801,2.676
2174,OMV.DFQ,2.287,-2.029
2175,OMV.DFR,3.421,-2.46
2176,OMV.DFS,3.05,2.852
2177,OMV.DFT,4.511,5.0
2178,OMV.DFU,3.276,-0.291
2179,OMV.DFV,-7.345,-2.663
2180,OMV.DFW,5.787,3.105
2181,OMV.DFX,-8.798,-1.123
2182,OMV.DFY,-0.054,3.506
2183,OMV.DFZ,3.56,-1.383
2184,OMV.DGA,-6.56,-5.204
2185,OMV.DGB,1.583,0.235
2186,OMV.DGC,3.167,4.637
2187,OMV.DGD,0.312,-6.201
2188,OMV.DGE,0.441,-5.583
2189,OMV.DGF,-4.383,-1.148
2190,OMV.DGG,-1.609,-4.386
2191,OMV.DGH,7.05,3.757
2192,OMV.DGI,5.995,-0.954
2193,OMV.DGJ,2.975,-2.431
2194,OMV.DGK,0.902,3.181
2195,OMV.DGL,-5.936,2.536
2196,OMV.DGM,4.086,2.942
2197,OMV.DGN,-1.574,4.855
2198,OMV.DGO,1.126,-2.046
2199,OMV.DGP,-6.171,-1.937
2200,OMV.DGQ,-6.915,1.253
2201,OMV.DGR,2.52,2.004
2202,OMV.DGS,6.291,4.433
2203,OMV.DGT,-6.02,-4.361
2204,OMV.DGU,-1.28,-5.967
2205,OMV.DGV,0.688,-1.315
2206,OMV.DGW,-5.128,-4.418
2207,OMV.DGX,1.06,-5.712
2208,OMV.DGY,2.128,-0.315
2209,OMV.DGZ,0.46,-6.751
2210,OMV.DHA,6.634,4.231
2211,OMV.DHB,-6.82,1.43
2212,OMV.DHC,-2.022,3.959
2213,OMV.DHD,-7.875,-5.133
2214,OMV.DHE,0.451,5.758
2215,OMV.DHF,-7.078,0.19
2216,OMV.DHG,5.028,-2.937
2217,OMV.DHH,-3.021,-3.099
2218,OMV.DHI,-5.005,-2.638
2219,OMV.DHJ,-1.353,-2.683
2220,OMV.DHK,3.342,3.842
2221,OMV.DHL,-5.1,1.586
2222,OMV.DHM,-3.171,0.924
2223,OMV.DHN,-8.886,-4.773
2224,OMV.DHO,-1.277,4.914
2225,OMV.DHP,5.189,-2.104
2226,OMV.DHQ,2.457,-2.128
2227,OMV.DHR,1.744,4.548
2228,OMV.DHS,1.197,0.591
2229,OMV.DHT,6.839,4.578
2230,OMV.DHU,3.249,5.979
2231,OMV.DHV,-6.711,-3.958
2232,OMV.DHW,5.041,2.615
2233,OMV.DHX,-8.035,-5.038
2234,OMV.DHY,2.6,0.574
2235,OMV.DHZ,-0.034,-6.0
2236,OMV.DIA,0.113,4.566
2237,OMV.DIB,-0.964,-5.464
2238,OMV.DIC,0.496,-1.909
2239,OMV.DID,-0.851,3.743
2240,OMV.DIE,0.156,5.005
2241,OMV.DIF,1.997,-0.933
2242,OMV.DIG,-0.301,4.343
2243,OMV.DIH,-5.905,-2.576
2244,OMV.DII,-6.151,0.577
2245,OMV.DIJ,0.887,-6.769
2246,OMV.DIK,3.205,-4.418
2247,OMV.DIL,4.17,3.587
2248,OMV.DIM,-2.524,0.084
2249,OMV.DIN,-1.648,-6.675
2250,OMV.DIO,-1.522,-5.365
2251,OMV.DIP,6.327,0.473
2252,OMV.DIQ,0.991,5.675
2253,OMV.DIR,-2.565,-6.449
2254,OMV.DIS,-5.483,2.039
2255,OMV.DIT,-6.054,-3.413
2256,OMV.DIU,3.977,1.172
2257,OMV.DIV,-4.353,-0.702
2258,OMV.DIW,-4.228,-0.999
2259,OMV.DIX,-5.553,-5.558
2260,OMV.DIY,-9.52,-2.315
2261,OMV.DIZ,-5.318,-5.464
2262,OMV.DJA,-5.266,0.061
2263,OMV.DJB,4.513,0.608
2264,OMV.DJC,0.623,4.731
2265,OMV.DJD,-0.267,-1.241
2266,OMV.DJE,5.093,4.445
2267,OMV.DJF,0.215,-3.599
2268,OMV.DJG,0.597,3.357
2269,OMV.DJH,-2.752,-3.024
2270,OMV.DJI,-8.657,0.646
2271,OMV.DJJ,-5.335,4.037
2272,OMV.DJK,2.824,4.839
2273,OMV.DJL,5.411,-2.234
2274,OMV.DJM,-6.063,-1.326
2275,OMV.DJN,-6.655,-0.287
2276,OMV.DJO,1.145,-6.688
2277,OMV.DJP,-5.052,-4.694
2278,OMV.DJQ,1.075,2.616
2279,OMV.DJR,5.447,-1.328
2280,OMV.DJS,5.307,-2.404
2281,OMV.DJT,4.765,-0.698
2282,OMV.DJU,-0.859,0.502
2283,OMV.DJV,-8.275,0.889
2284,OMV.DJW,-8.365,0.705
2285,OMV.DJX,-5.877,0.65
2286,OMV.DJY,0.78,-1.149
2287,OMV.DJZ,-9.201,-2.288
2288,OMV.DKA,-5.233,-5.977
2289,OMV.DKB,-8.212,-2.853
2290,OMV.DKC,-6.572,-0.567
2291,OMV.DKD,-2.869,4.221
2292,OMV.DKE,-3.368,4.744
2293,OMV.DKF,-2.812,1.41
2294,OMV.DKG,2.527,3.164
2295,OMV.DKH,4.258,3.073
2296,OMV.DKI,0.454,2.05
2297,OMV.DKJ,1.539,0.956
2298,OMV.DKK,2.141,-1.48
2299,OMV.DKL,-5.881,3.426
2300,OMV.DKM,1.943,5.811
2301,OMV.DKN,-4.863,3.507
2302,OMV.DKO,4.674,1.672
2303,OMV.DKP,-5.732,-5.455
2304,OMV.DKQ,0.386,3.017
2305,OMV.DKR,6.246,2.374
2306,OMV.DKS,-8.614,-0.075
2307,OMV.DKT,-2.394,-0.918
2308,OMV.DKU,-1.673,4.683
2309,OMV.DKV,-2.915,3.322
2310,OMV.DKW,-4.739,1.889
2311,OMV.DKX,5.454,1.91
2312,OMV.DKY,6.619,2.617
2313,OMV.DKZ,3.111,6.059
2314,OMV.DLA,-6.352,-2.547
2315,OMV.DLB,4.8,-2.108
2316,OMV.DLC,-1.921,-6.519
2317,OMV.DLD,0.784,4.176
2318,OMV.DLE,-7.341,1.733
2319,OMV.DLF,4.344,0.706
2320,OMV.DLG,4.665,2.14
2321,OMV.DLH,4.987,1.72
2322,OMV.DLI,5.59,3.684
2323,OMV.DLJ,-0.185,-1.975
2324,OMV.DLK,0.6,-4.517
2325,OMV.DLL,-5.027,-4.245
2326,OMV.DLM,-4.266,2.719
2327,OMV.DLN,6.764,2.071
2328,OMV.DLO,0.851,3.44
2329,OMV.DLP,-4.97,-3.352
2330,OMV.DLQ,2.202,6.125
2331,OMV.DLR,-5.353,-4.055
2332,OMV.DLS,-0.264,-6.792
2333,OMV.DLT,-1.884,-5.614
2334,OMV.DLU,5.43,4.936
2335,OMV.DLV,0.887,5.042
2336,OMV.DLW,4.515,0.143
2337,OMV.DLX,-2.539,5.187
2338,OMV.DLY,0.588,-3.352
2339,OMV.DLZ,-7.034,-1.686
2340,OMV.DMA,3.348,-3.578
2341,OMV.DMB,-2.072,1.21
2342,OMV.DMC,-4.777,0.471
2343,OMV.DMD,-4.409,1.183
2344,OMV.DME,-1.17,-2.79
2345,OMV.DMF,5.425,2.159
2346,OMV.DMG,4.778,-2.562
2347,OMV.DMH,6.94,3.58
2348,OMV.DMI,-2.085,-6.0
2349,OMV.DMJ,-0.864,6.062
2350,OMV.DMK,-3.234,-3.439
2351,OMV.DML,4.258,3.767
2352,OMV.DMM,-2.849,-2.505
2353,OMV.DMN,-1.02,-5.657
2354,OMV.DMO,-4.407,3.265
2355,OMV.DMP,-4.538,-4.993
2356,OMV.DMQ,3.55,-4.62
2357,OMV.DMR,-3.022,-5.646
2358,OMV.DMS,1.422,0.096
2359,OMV.DMT,-1.652,0.733
2360,OMV.DMU,5.344,4.296
2361,OMV.DMV,-5.185,2.329
2362,OMV.DMW,-1.318,0.539
2363,OMV.DMX,3.095,2.13
2364,OMV.DMY,-2.632,3.388
2365,OMV.DMZ,4.428,4.831
2366,OMV.DNA,5.648,0.176
2367,OMV.DNB,-0.79,3.009
2368,OMV.DNC,1.536,-5.731
2369,OMV.DND,-5.647,-1.337
2370,OMV.DNE,-8.394,-2.054
2371,OMV.DNF,-2.318,-0.499
2372,OMV.DNG,-2.845,1.887
2373,OMV.DNH,-2.869,-4.115
2374,OMV.DNI,-1.587,0.464
2375,OMV.DNJ,1.891,5.382
2376,OMV.DNK,-2.419,5.348
2377,OMV.DNL,-5.933,-5.801
2378,OMV.DNM,0.557,-3.797
2379,OMV.DNN,2.529,-2.402
2380,OMV.DNO,-4.56,-1.507
2381,OMV.DNP,-4.533,-0.597
2382,OMV.DNQ,0.499,-4.69
2383,OMV.DNR,4.601,3.568
2384,OMV.DNS,-2.605,-3.805
2385,OMV.DNT,-3.977,2.32
2386,OMV.DNU,-1.118,3.663
2387,OMV.DNV,-4.547,-2.673
2388,OMV.DNW,-4.466,-2.488
2389,OMV.DNX,-0.344,-0.72
2390,OMV.DNY,-2.179,-2.895
2391,OMV.DNZ,1.494,3.761
2392,OMV.DOA,-2.4,4.643
2393,OMV.DOB,0.038,-6.274
2394,OMV.DOC,4.937,5.684
2395,OMV.DOD,-7.831,-0.76
2396,OMV.DOE,0.257,5.402
2397,OMV.DOF,-0.036,-6.462
2398,OMV.DOG,5.117,3.96
2399,OMV.DOH,1.013,3.346
2400,OMV.DOI,5.159,2.546
2401,OMV.DOJ,4.538,-3.345
2402,OMV.DOK,2.242,-1.308
2403,OMV.DOL,-7.666,-2.013
2404,OMV.DOM,1.752,-0.559
2405,OMV.DON,-0.029,-6.697
2406,OMV.DOO,6.534,4.059
2407,OMV.DOP,-2.092,5.158
2408,OMV.DOQ,-2.739,4.84
2409,OMV.DOR,-1.865,3.404
2410,OMV.DOS,-0.883,-0.641
2411,OMV.DOT,0.922,5.938
2412,OMV.DOU,-8.104,-4.305
2413,OMV.DOV,6.607,3.781
2414,OMV.DOW,-9.733,-3.588
2415,OMV.DOX,0.333,4.9
2416,OMV.DOY,-6.012,-3.208
2417,OMV.DOZ,-0.983,-6.835
2418,OMV.DPA,-2.016,-2.76
2419,OMV.DPB,6.403,0.661
2420,OMV.DPC,3.084,3.294
2421,OMV.DPD,-1.81,-3.574
2422,OMV.DPE,4.768,0.921
2423,OMV.DPF,-2.71,2.508
2424,OMV.DPG,-1.69,-0.402
2425,OMV.DPH,2.294,2.367
2426,OMV.DPI,5.343,0.122
2427,OMV.DPJ,6.178,5.425
2428,OMV.DPK,-0.375,-0.243
2429,OMV.DPL,-1.235,2.808
2430,OMV.DPM,4.806,-0.953
2431,OMV.DPN,-8.149,-1.265
2432,OMV.DPO,-6.452,-1.565
2433,OMV.DPP,-1.977,-4.635
2434,OMV.DPQ,-4.694,-6.531
2435,OMV.DPR,2.97,-2.887
2436,OMV.DPS,4.191,-3.605
2437,OMV.DPT,-0.131,4.246
2438,OMV.DPU,-4.648,-5.16
2439,OMV.DPV,4.385,2.765
2440,OMV.DPW,-4.971,-4.046
2441,OMV.DPX,0.435,2.758
2442,OMV.DPY,-1.557,0.912
2443,OMV.DPZ,-2.401,-3.63
2444,OMV.DQA,7.095,1.878
2445,OMV.DQB,-1.141,-0.491
2446,OMV.DQC,-0.307,-6.072
2447,OMV.DQD,-0.096,2.141
2448,OMV.DQE,0.821,-5.275
2449,OMV.DQF,-1.359,3.11
2450,OMV.DQG,0.144,-1.727
2451,OMV.DQH,0.067,-2.817
2452,OMV.DQI,-4.984,-2.187
2453,OMV.DQJ,5.848,3.302
2454,OMV.DQK,1.004,5.204
2455,OMV.DQL,3.95,1.863
2456,OMV.DQM,3.162,-3.698
2457,OMV.DQN,-4.78,-1.835
2458,OMV.DQO,-3.75,0.336
2459,OMV.DQP,1.588,-3.279
2460,OMV.DQQ,3.112,1.361
2461,OMV.DQR,0.814,-3.716
2462,OMV.DQS,7.196,0.892
2463,OMV.DQT,2.746,-0.444
2464,OMV.DQU,-0.901,2.611
2465,OMV.DQV,-4.431,4.668
2466,OMV.DQW,-1.877,-6.322
2467,OMV.DQX,1.983,0.233
2468,OMV.DQY,-0.255,-4.711
2469,OMV.DQZ,-8.502,-2.221
2470,OMV.DRA,-4.048,-2.037
2471,OMV.DRB,-7.064,-2.124
2472,OMV.DRC,-4.535,-6.477
2473,OMV.DRD,2.868,-3.066
2474,OMV.DRE,-2.61,2.681
2475,OMV.DRF,2.908,3.863
2476,OMV.DRG,-0.551,-2.919
2477,OMV.DRH,0.156,1.068
2478,OMV.DRI,2.141,4.771
2479,OMV.DRJ,-9.608,-2.734
2480,OMV.DRK,-1.098,-0.285
2481,OMV.DRL,-6.956,-2.661
2482,OMV.DRM,1.544,3.275
2483,OMV.DRN,-1.731,-3.389
2484,OMV.DRO,1.698,-3.538
2485,OMV.DRP,4.788,5.777
2486,OMV.DRQ,6.199,3.467
2487,OMV.DRR,4.372,-3.689
2488,OMV.DRS,-2.026,-2.29
2489,OMV.DRT,-5.525,2.993
2490,OMV.DRU,2.133,-2.634
2491,OMV.DRV,1.077,4.236
2492,OMV.DRW,2.151,1.756
2493,OMV.DRX,5.6,3.445
2494,OMV.DRY,3.451,3.545
2495,OMV.DRZ,0.215,1.497
2496,OMV.DSA,-3.782,-0.108
2497,OMV.DSB,-1.943,-3.728
2498,OMV.DSC,3.655,4.819
2499,OMV.DSD,0.705,0.053
2500,OMV.DSE,5.754,4.746
2501,OMV.DSF,2.701,1.184
2502,OMV.DSG,3.828,-1.777
2503,OMV.DSH,2.015,-4.828
2504,OMV.DSI,-5.862,-3.295
2505,OMV.DSJ,-8.85,-1.787
2506,OMV.DSK,6.129,0.589
2507,OMV.DSL,-5.229,-1.812
2508,OMV.DSM,-1.132,1.355
2509,OMV.DSN,-6.663,0.413
2510,OMV.DSO,-3.92,3.213
2511,OMV.DSP,-6.076,-6.124
2512,OMV.DSQ,2.518,3.857
2513,OMV.DSR,4.868,1.558
2514,OMV.DSS,1.759,2.911
2515,OMV.DST,0.327,0.968
2516,OMV.DSU,-5.777,-3.576
2517,OMV.DSV,-5.916,1.366
2518,OMV.DSW,-5.906,0.203
2519,OMV.DSX,-4.501,-0.07
2520,OMV.DSY,-8.301,-1.412
2521,OMV.DSZ,3.335,1.527
2522,OMV.DTA,-3.675,0.06
2523,OMV.DTB,-3.699,4.01
2524,OMV.DTC,4.226,4.474
2525,OMV.DTD,4.806,3.447
2526,OMV.DTE,-2.603,1.981
2527,OMV.DTF,-0.959,-6.385
2528,OMV.DTG,-5.502,-4.663
2529,OMV.DTH,-3.934,1.601
2530,OMV.DTI,-4.669,2.723
2531,OMV.DTJ,-4.539,4.504
2532,OMV.DTK,-0.325,-2.125
2533,OMV.DTL,1.534,1.422
2534,OMV.DTM,4.071,0.634
2535,OMV.DTN,-5.293,1.698
2536,OMV.DTO,1.746,3.383
2537,OMV.DTP,2.818,-2.339
2538,OMV.DTQ,3.503,-1.118
2539,OMV.DTR,2.561,3.6
2540,OMV.DTS,-4.912,-6.395
2541,OMV.DTT,0.918,2.013
2542,OMV.DTU,2.121,-4.248
2543,OMV.DTV,-7.775,0.596
2544,OMV.DTW,-1.029,4.541
2545,OMV.DTX,6.124,-0.566
2546,OMV.DTY,-6.221,-3.549
2547,OMV.DTZ,0.513,-5.856
2548,OMV.DUA,-2.264,-6.535
2549,OMV.DUB,6.116,1.755
2550,OMV.DUC,3.979,5.085
2551,OMV.DUD,4.416,0.433
2552,OMV.DUE,-8.219,-4.469
2553,OMV.DUF,0.24,-5.928
2554,OMV.DUG,3.968,6.017
2555,OMV.DUH,-6.353,0.231
2556,OMV.DUI,-8.714,-4.181
2557,OMV.DUJ,4.004,-0.948
2558,OMV.DUK,0.303,6.075
2559,OMV.DUL,-1.032,1.757
2560,OMV.DUM,-6.458,-5.045
2561,OMV.DUN,-6.435,0.973
2562,OMV.DUO,-2.13,2.401
2563,OMV.DUP,-6.475,-2.939
2564,OMV.DUQ,-3.692,0.765
2565,OMV.DUR,-5.297,-1.541
2566,OMV.DUS,-7.348,-4.041
2567,OMV.DUT,3.315,5.554
2568,OMV.DUU,-3.199,-5.079
2569,OMV.DUV,-4.667,-2.834
2570,OMV.DUW,-6.374,-1.377
2571,OMV.DUX,4.08,-0.529
2572,OMV.DUY,-5.7,0.546
2573,OMV.DUZ,-1.299,2.611
2574,OMV.DVA,0.89,2.727
2575,OMV.DVB,2.122,0.847
2576,OMV.DVC,-7.293,-1.073
2577,OMV.DVD,2.131,2.0
2578,OMV.DVE,-9.424,-2.611
2579,OMV.DVF,-2.306,3.198
2580,OMV.DVG,3.717,-4.717
2581,OMV.DVH,0.817,0.219
2582,OMV.DVI,-2.379,3.473
2583,OMV.DVJ,1.638,-1.187
2584,OMV.DVK,-6.768,-4.851
2585,OMV.DVL,-1.858,-2.851
2586,OMV.DVM,4.972,-0.355
2587,OMV.DVN,-0.286,-2.611
2588,OMV.DVO,-0.244,-3.562
2589,OMV.DVP,-5.395,3.841
2590,OMV.DVQ,-3.503,2.738
2591,OMV.DVR,-4.425,-4.133
2592,OMV.DVS,1.556,2.798
2593,OMV.DVT,-4.25,0.627
2594,OMV.DVU,-4.445,2.361
2595,OMV.DVV,3.927,0.024
2596,OMV.DVW,-2.566,-0.817
2597,OMV.DVX,-0.637,1.299
2598,OMV.DVY,5.683,0.618
2599,OMV.DVZ,-2.552,-1.984
2600,OMV.DWA,1.347,-6.807
2601,OMV.DWB,-9.614,-2.267
2602,OMV.DWC,1.584,-2.082
2603,OMV.DWD,4.036,5.744
2604,OMV.DWE,1.883,5.617
2605,OMV.DWF,-7.247,-5.266
2606,OMV.DWG,2.616,-1.063
2607,OMV.DWH,2.725,0.726
2608,OMV.DWI,4.327,5.121
2609,OMV.DWJ,5.078,1.435
2610,OMV.DWK,7.899,2.797
2611,OMV.DWL,0.668,-2.01
2612,OMV.DWM,-5.775,-4.735
2613,OMV.DWN,3.859,-3.179
2614,OMV.DWO,-3.574,-2.545
2615,OMV.DWP,-3.95,-3.947
2616,OMV.DWQ,-4.313,3.674
2617,OMV.DWR,5.722,2.912
2618,OMV.DWS,-2.286,-7.001
2619,OMV.DWT,-5.967,-1.845
2620,OMV.DWU,-7.399,1.998
2621,OMV.DWV,-6.686,-0.731
2622,OMV.DWW,-7.096,-0.257
2623,OMV.DWX,2.163,-3.345
2624,OMV.DWY,-9.356,-2.462
2625,OMV.DWZ,-1.69,-2.49
2626,OMV.DXA,4.674,-2.266
2627,OMV.DXB,-3.569,2.885
2628,OMV.DXC,0.187,2.675
2629,OMV.DXD,4.124,-2.407
2630,OMV.DXE,0.701,-6.197
2631,OMV.DXF,1.952,-5.77
2632,OMV.DXG,0.902,1.559
2633,OMV.DXH,1.526,-4.836
2634,OMV.DXI,-0.848,-6.216
2635,OMV.DXJ,-1.213,-4.848
2636,OMV.DXK,5.874,2.128
2637,OMV.DXL,-3.818,-2.171
2638,OMV.DXM,-6.021,-1.582
2639,OMV.DXN,4.914,2.458
2640,OMV.DXO,0.974,-0.336
2641,OMV.DXP,4.621,3.117
2642,OMV.DXQ,-6.165,-1.035
2643,OMV.DXR,-8.019,2.128
2644,OMV.DXS,-1.485,-4.219
2645,OMV.DXT,1.58,5.099
2646,OMV.DXU,-4.931,-2.448
2647,OMV.DXV,-7.93,2.304
2648,OMV.DXW,-0.347,-0.028
2649,OMV.DXX,-0.752,0.672
2650,OMV.DXY,-2.668,-0.991
2651,OMV.DXZ,-4.353,-1.86
2652,OMV.DYA,-9.303,-2.912
2653,OMV.DYB,0.743,2.578
2654,OMV.DYC,-1.352,-5.178
2655,OMV.DYD,2.601,5.198
2656,OMV.DYE,3.68,1.56
2657,OMV.DYF,6.083,4.09
2658,OMV.DYG,5.637,2.498
2659,OMV.DYH,-2.495,-1.092
2660,OMV.DYI,-7.276,-2.017
2661,OMV.DYJ,-3.037,-1.7
2662,OMV.DYK,-0.65,6.171
2663,OMV.DYL,-1.121,-1.429
2664,OMV.DYM,-3.789,-3.578
2665,OMV.DYN,1.679,0.41
2666,OMV.DYO,-1.314,1.694
2667,OMV.DYP,-6.312,2.29
2668,OMV.DYQ,-3.571,4.167
2669,OMV.DYR,-2.149,2.876
2670,OMV.DYS,0.097,0.176
2671,OMV.DYT,-4.676,4.615
2672,OMV.DYU,-7.013,-4.477
2673,OMV.DYV,-2.298,0.415
2674,OMV.DYW,-3.358,5.432
2675,OMV.DYX,-6.574,-2.88
2676,OMV.DYY,-7.097,-3.27
2677,OMV.DYZ,1.957,1.406
2678,OMV.DZA,3.956,4.407
2679,OMV.DZB,-1.415,-2.415
2680,OMV.DZC,-1.684,-0.869
2681,OMV.DZD,-2.192,-3.391
2682,OMV.DZE,-2.946,4.506
2683,OMV.DZF,6.182,-0.832
2684,OMV.DZG,-7.707,-2.915
2685,OMV.DZH,-1.991,2.552
2686,OMV.DZI,-7.873,-2.818
2687,OMV.DZJ,-7.474,-0.508
2688,OMV.DZK,-2.24,-2.629
2689,OMV.DZL,-7.861,-2.363
2690,OMV.DZM,0.722,-2.967
2691,OMV.DZN,-0.633,2.928
2692,OMV.DZO,-5.984,-1.141
2693,OMV.DZP,-5.517,-5.811
2694,OMV.DZQ,0.109,1.79
2695,OMV.DZR,-1.546,1.829
2696,OMV.DZS,2.112,2.468
2697,OMV.DZT,-4.479,-5.486
2698,OMV.DZU,-5.844,-4.0
2699,OMV.DZV,-1.242,-5.294
2700,OMV.DZW,-2.402,-3.229
2701,OMV.DZX,2.248,-1.775
2702,OMV.DZY,3.786,1.728
2703,OMV.DZZ,-2.255,3.632
2704,OMV.EAA,-1.987,4.17
2705,OMV.EAB,-4.84,-2.733
2706,OMV.EAC,-3.991,1.865
2707,OMV.EAD,-8.756,0.473
2708,OMV.EAE,-2.197,-1.264
2709,OMV.EAF,-1.76,3.343
2710,OMV.EAG,4.887,-2.159
2711,OMV.EAH,2.011,-2.099
2712,OMV.EAI,1.124,-3.202
2713,OMV.EAJ,-4.934,-0.827
2714,OMV.EAK,1.946,2.106
2715,OMV.EAL,1.724,1.773
2716,OMV.EAM,-7.82,-0.305
2717,OMV.EAN,-3.973,-6.016
2718,OMV.EAO,-3.89,-4.676
2719,OMV.EAP,4.868,-0.527
2720,OMV.EAQ,-0.615,0.128
2721,OMV.EAR,1.528,5.362
2722,OMV.EAS,1.601,-5.565
2723,OMV.EAT,-6.04,2.363
2724,OMV.EAU,0.296,5.618
2725,OMV.EAV,-4.027,-0.197
2726,OMV.EAW,-2.842,-0.194
2727,OMV.EAX,2.989,-3.597
2728,OMV.EAY,-3.157,2.537
2729,OMV.EAZ,-4.863,-4.036
2730,OMV.EBA,-3.425,-6.336
2731,OMV.EBB,-3.849,-2.616
2732,OMV.EBC,6.934,1.276
2733,OMV.EBD,-5.087,3.198
2734,OMV.EBE,-7.532,2.069
2735,OMV.EBF,-3.017,-6.347
2736,OMV.EBG,-1.098,-3.063
2737,OMV.EBH,-8.25,1.337
2738,OMV.EBI,7.416,3.543
2739,OMV.EBJ,-6.943,0.806
2740,OMV.EBK,-8.556,0.819
2741,OMV.EBL,-6.587,2.682
2742,OMV.EBM,-1.411,-1.029
2743,OMV.EBN,-1.587,-2.314
2744,OMV.EBO,5.957,0.69
2745,OMV.EBP,5.719,-1.024
2746,OMV.EBQ,-7.267,-0.857
2747,OMV.EBR,-6.822,-5.755
2748,OMV.EBS,3.828,-1.308
2749,OMV.EBT,-0.917,-1.548
2750,OMV.EBU,4.329,3.958
2751,OMV.EBV,-4.369,3.474
2752,OMV.EBW,-2.257,1.318
2753,OMV.EBX,1.354,-3.568
2754,OMV.EBY,-1.034,5.003
2755,OMV.EBZ,4.0,2.066
2756,OMV.ECA,-3.401,-0.562
2757,OMV.ECB,5.555,3.935
2758,OMV.ECC,0.997,-5.444
2759,OMV.ECD,-2.418,-6.498
2760,OMV.ECE,4.004,3.684
2761,OMV.ECF,5.023,4.246
2762,OMV.ECG,4.731,-1.373
2763,OMV.ECH,4.125,-1.25
2764,OMV.ECI,0.081,-6.993
2765,OMV.ECJ,-1.629,-1.132
2766,OMV.ECK,-5.416,-0.546
2767,OMV.ECL,-4.814,2.113
2768,OMV.ECM,-6.828,-4.122
2769,OMV.ECN,3.537,-0.212
2770,OMV.ECO,-1.961,-2.56
2771,OMV.ECP,1.082,1.454
2772,OMV.ECQ,-5.415,-4.713
2773,OMV.ECR,4.905,-3.093
2774,OMV.ECS,-2.009,-5.774
2775,OMV.ECT,3.952,0.936
2776,OMV.ECU,-2.307,-5.136
2777,OMV.ECV,-5.776,-1.956
2778,OMV.ECW,-8.565,-3.805
2779,OMV.ECX,1.766,-1.725
2780,OMV.ECY,-2.257,2.475
2781,OMV.ECZ,-8.978,-1.481
2782,OMV.EDA,0.902,-3.999
2783,OMV.EDB,1.365,-1.259
2784,OMV.EDC,2.927,5.006
2785,OMV.EDD,3.146,-2.532
2786,OMV.EDE,3.061,-2.724
2787,OMV.EDF,0.532,5.942
2788,OMV.EDG,-3.904,2.046
2789,OMV.EDH,-2.836,-6.572
2790,OMV.EDI,4.838,5.516
2791,OMV.EDJ,-5.631,3.052
2792,OMV.EDK,6.65,0.285
2793,OMV.EDL,-7.361,1.282
2794,OMV.EDM,-9.37,-1.253
2795,OMV.EDN,2.027,1.133
2796,OMV.EDO,1.982,-2.546
2797,OMV.EDP,1.853,-0.386
2798,OMV.EDQ,-0.329,1.351
2799,OMV.EDR,-1.704,5.626
2800,OMV.EDS,-4.3,-6.058
2801,OMV.EDT,1.029,4.958
2802,OMV.EDU,-2.623,-6.797
2803,OMV.EDV,1.198,-1.161
2804,OMV.EDW,-9.784,-2.88
2805,OMV.EDX,-6.855,-3.411
2806,OMV.EDY,0.774,0.939
2807,OMV.EDZ,0.945,4.776
2808,OMV.EEA,0.039,-0.717
2809,OMV.EEB,1.781,-0.113
2810,OMV.EEC,2.245,1.003
2811,OMV.EED,-3.15,-4.181
2812,OMV.EEE,2.154,-5.425
2813,OMV.EEF,3.257,-0.743
2814,OMV.EEG,2.832,2.516
2815,OMV.EEH,6.793,4.369
2816,OMV.EEI,-8.539,-4.051
2817,OMV.EEJ,-4.008,-6.407
2818,OMV.EEK,3.419,-0.837
2819,OMV.EEL,-6.754,-3.239
2820,OMV.EEM,-7.398,-5.192
